customer_id,customer_name,country,signup_date,is_active
96,Customer_96,India,2023-12-28,0
97,Customer_97,India,2023-09-28,1
98,Customer_98,India,2022-07-31,1
99,Customer_99,Pakistan,2023-06-28,0
100,Customer_100,Pakistan,2023-04-11,0
101,Customer_101,Pakistan,2022-03-24,
102,Customer_102,UAE,2023-12-20,1
103,Customer_103,Pakistan,2023-01-14,
104,Customer_104,India,2022-07-24,0
105,Customer_105,USA,2023-10-27,1
106,Customer_106,Pakistan,2022-05-16,0
107,Customer_107,India,2023-01-27,0
108,Customer_108,UK,2022-05-19,1
109,Customer_109,Pakistan,2024-02-07,0
110,Customer_110,Pakistan,2024-06-01,0
111,Customer_111,Pakistan,2023-11-06,0
112,Customer_112,Pakistan,2022-11-11,0
113,Customer_113,USA,2022-01-08,1
114,Customer_114,UK,2023-02-16,1
115,Customer_115,UAE,2024-02-16,0
116,Customer_116,USA,2023-03-25,0
117,Customer_117,UK,2023-04-15,0
118,Customer_118,Pakistan,2023-06-26,1
119,Customer_119,USA,2023-09-11,0
120,Customer_120,India,2023-08-15,1
121,Customer_121,UK,2022-04-10,0
122,Customer_122,USA,2024-04-28,0
123,Customer_123,Pakistan,2023-08-16,1
124,Customer_124,Pakistan,2022-05-19,1
125,Customer_125,Pakistan,2023-05-19,0
126,Customer_126,India,2022-12-05,1
127,Customer_127,UK,2023-12-23,1
128,Customer_128,USA,2023-11-08,1
129,Customer_129,Pakistan,2023-04-15,1
130,Customer_130,India,2022-08-07,1
131,Customer_131,India,2023-02-06,
132,Customer_132,Pakistan,2023-09-14,0
133,Customer_133,Pakistan,2023-03-29,1
134,Customer_134,Pakistan,2023-10-11,1
135,Customer_135,USA,2022-08-15,0
136,Customer_136,Pakistan,2023-09-13,0
137,Customer_137,India,2022-05-24,0
138,Customer_138,UAE,2024-02-27,1
139,Customer_139,India,2024-03-18,1
140,Customer_140,,2023-06-13,1
141,Customer_141,,2023-04-09,0
142,Customer_142,Pakistan,2022-08-03,1
143,Customer_143,India,2023-12-15,
144,Customer_144,Pakistan,2023-02-20,0
145,Customer_145,Pakistan,2022-10-15,1
146,Customer_146,Pakistan,2023-03-24,1
147,Customer_147,UAE,2023-04-05,1
148,Customer_148,India,2022-01-22,1
149,Customer_149,Pakistan,2022-02-06,1
150,Customer_150,Pakistan,2023-11-09,0
151,Customer_151,USA,2023-03-17,1
152,Customer_152,Pakistan,2022-04-28,0
153,Customer_153,Pakistan,2024-01-19,0
154,Customer_154,India,2023-09-28,0
155,Customer_155,,2024-02-27,1
156,Customer_156,Pakistan,2023-05-11,0
157,Customer_157,UAE,2022-08-22,0
158,Customer_158,UK,2022-07-11,0
159,Customer_159,Pakistan,2024-01-13,
160,Customer_160,UAE,2024-03-16,1
161,Customer_161,India,2023-11-21,1
162,Customer_162,UAE,2022-08-31,1
163,Customer_163,UAE,2024-04-25,1
164,Customer_164,India,2023-05-10,0
165,Customer_165,Pakistan,2024-04-21,
166,Customer_166,UK,2023-04-12,0
167,Customer_167,Pakistan,2024-01-16,0
168,Customer_168,Pakistan,2024-01-13,0
169,Customer_169,Pakistan,2024-06-03,1
170,Customer_170,India,2022-01-03,1
171,Customer_171,UAE,2022-02-02,1
172,Customer_172,Pakistan,2022-05-20,0
173,Customer_173,India,2024-03-04,1
174,Customer_174,Pakistan,2022-02-20,0
175,Customer_175,UAE,2022-02-18,0
176,Customer_176,Pakistan,2022-09-01,0
177,Customer_177,UAE,2022-12-04,1
178,Customer_178,India,2024-02-07,0
179,Customer_179,USA,2022-11-16,1
180,Customer_180,Pakistan,2024-01-18,1
181,Customer_181,Pakistan,2022-12-27,1
182,Customer_182,Pakistan,2023-04-15,1
183,Customer_183,USA,2023-01-31,0
184,Customer_184,USA,2023-04-05,0
185,Customer_185,Pakistan,2023-07-05,1
186,Customer_186,UAE,2022-02-26,1
187,Customer_187,UK,2022-10-20,1
188,Customer_188,India,2023-05-14,1
189,Customer_189,India,2023-07-24,0
190,Customer_190,Pakistan,2023-04-22,0
191,Customer_191,Pakistan,2023-01-12,1
192,Customer_192,USA,2023-05-08,0
193,Customer_193,USA,2023-02-15,0
194,Customer_194,UAE,2022-01-25,1
195,Customer_195,Pakistan,2023-10-02,0
196,Customer_196,Pakistan,2022-10-04,
197,Customer_197,UAE,2022-09-10,1
198,Customer_198,USA,2022-09-27,1
199,Customer_199,USA,2023-07-04,0
200,Customer_200,UK,2024-06-04,0
201,Customer_201,UAE,2022-12-29,1
202,Customer_202,Pakistan,2023-01-23,0
203,Customer_203,Pakistan,2023-03-07,0
204,Customer_204,USA,2023-12-21,0
205,Customer_205,UAE,2022-03-13,0
206,Customer_206,Pakistan,2023-07-17,0
207,Customer_207,Pakistan,2024-01-25,1
208,Customer_208,UAE,2023-04-01,0
209,Customer_209,Pakistan,2024-05-24,0
210,Customer_210,Pakistan,2022-06-12,1
211,Customer_211,India,2024-06-08,
212,Customer_212,UAE,2023-01-19,0
213,Customer_213,UAE,2024-06-14,0
214,Customer_214,Pakistan,2022-10-25,1
215,Customer_215,UAE,2022-04-15,
216,Customer_216,Pakistan,2022-01-06,1
217,Customer_217,Pakistan,2022-08-07,1
218,Customer_218,UAE,2023-07-19,0
219,Customer_219,UAE,2023-05-24,1
220,Customer_220,UK,2023-11-11,0
221,Customer_221,UAE,2024-01-13,1
222,Customer_222,India,2022-03-28,1
223,Customer_223,Pakistan,2022-01-01,
224,Customer_224,India,2022-03-29,0
225,Customer_225,Pakistan,2022-11-07,0
226,Customer_226,Pakistan,2022-03-23,1
227,Customer_227,,2022-01-08,1
228,Customer_228,India,2023-04-28,1
229,Customer_229,USA,2022-01-05,0
230,Customer_230,UAE,2023-10-26,0
231,Customer_231,UK,2024-03-28,1
232,Customer_232,India,2022-12-17,0
233,Customer_233,India,2022-04-30,1
234,Customer_234,India,2022-01-23,1
235,Customer_235,Pakistan,2022-04-24,1
236,Customer_236,UAE,2022-11-30,1
237,Customer_237,Pakistan,2022-03-03,1
238,Customer_238,Pakistan,2023-12-25,0
239,Customer_239,UAE,2022-12-07,1
240,Customer_240,Pakistan,2022-12-17,0
241,Customer_241,USA,2023-02-10,1
242,Customer_242,,2024-05-12,0
243,Customer_243,USA,2022-12-13,1
244,Customer_244,India,2023-03-01,0
245,Customer_245,Pakistan,2022-09-11,0
246,Customer_246,USA,2024-01-15,
247,Customer_247,India,2022-08-07,0
248,Customer_248,,2023-12-16,1
249,Customer_249,,2022-09-03,
250,Customer_250,USA,2023-12-27,0
251,Customer_251,Pakistan,2023-05-22,1
252,Customer_252,India,2023-04-27,0
253,Customer_253,USA,2023-10-25,0
254,Customer_254,Pakistan,2022-11-20,0
255,Customer_255,Pakistan,2023-10-30,
256,Customer_256,India,2024-01-27,0
257,Customer_257,USA,2022-09-14,1
258,Customer_258,UAE,2023-12-25,1
259,Customer_259,India,2023-12-05,1
260,Customer_260,Pakistan,2023-10-05,0
261,Customer_261,UAE,2022-06-09,1
262,Customer_262,,2023-05-02,1
263,Customer_263,Pakistan,2022-07-19,1
264,Customer_264,India,2022-09-19,
265,Customer_265,USA,2022-12-21,1
266,Customer_266,UAE,2022-12-20,0
267,Customer_267,UAE,2022-06-12,1
268,Customer_268,UAE,2023-10-07,0
269,Customer_269,India,2023-05-07,0
270,Customer_270,Pakistan,2023-02-28,1
271,Customer_271,UK,2023-12-12,0
272,Customer_272,UK,2024-03-04,0
273,Customer_273,USA,2022-02-15,
274,Customer_274,USA,2024-06-12,0
275,Customer_275,India,2023-12-24,
276,Customer_276,India,2024-04-20,1
277,Customer_277,UK,2022-04-12,1
278,Customer_278,UAE,2023-08-13,1
279,Customer_279,UAE,2024-06-10,0
280,Customer_280,UK,2024-01-19,0
281,Customer_281,USA,2022-02-12,0
282,Customer_282,Pakistan,2024-02-11,0
283,Customer_283,India,2024-04-25,
284,Customer_284,Pakistan,2024-06-17,1
285,Customer_285,India,2022-04-04,0
286,Customer_286,Pakistan,2022-11-22,0
287,Customer_287,India,2023-12-18,0
288,Customer_288,India,2022-02-10,0
289,Customer_289,Pakistan,2023-10-02,1
290,Customer_290,India,2022-08-27,0
291,Customer_291,Pakistan,2024-06-17,1
292,Customer_292,Pakistan,2022-05-28,0
293,Customer_293,UK,2022-09-17,0
294,Customer_294,India,2022-08-21,1
295,Customer_295,Pakistan,2024-01-12,1
296,Customer_296,India,2022-06-26,
297,Customer_297,UK,2023-05-24,1
298,Customer_298,Pakistan,2023-09-24,0
299,Customer_299,UAE,2024-05-27,0
300,Customer_300,Pakistan,2023-11-19,1
301,Customer_301,Pakistan,2022-04-18,
302,Customer_302,India,2024-03-06,1
303,Customer_303,India,2023-11-10,0
304,Customer_304,UAE,2022-08-18,
305,Customer_305,UAE,2022-09-08,0
306,Customer_306,,2023-02-17,1
307,Customer_307,India,2024-01-30,
308,Customer_308,Pakistan,2023-12-03,0
309,Customer_309,UK,2023-06-24,
310,Customer_310,Pakistan,2023-09-13,0
311,Customer_311,India,2022-05-08,
312,Customer_312,Pakistan,2022-10-17,0
313,Customer_313,Pakistan,2023-08-30,
314,Customer_314,,2023-01-31,0
315,Customer_315,UK,2022-06-16,1
316,Customer_316,UAE,2024-06-18,1
317,Customer_317,India,2022-08-07,1
318,Customer_318,Pakistan,2023-06-29,0
319,Customer_319,Pakistan,2022-11-22,1
320,Customer_320,Pakistan,2024-04-14,0
321,Customer_321,India,2023-05-14,1
322,Customer_322,UAE,2023-02-20,0
323,Customer_323,UAE,2023-12-23,
324,Customer_324,Pakistan,2022-07-29,0
325,Customer_325,,2022-06-10,0
326,Customer_326,UAE,2024-02-12,0
327,Customer_327,India,2022-09-27,0
328,Customer_328,UAE,2022-06-18,0
329,Customer_329,India,2023-02-11,1
330,Customer_330,Pakistan,2022-05-28,1
331,Customer_331,India,2023-06-15,1
332,Customer_332,UK,2022-02-12,1
333,Customer_333,Pakistan,2022-04-25,0
334,Customer_334,Pakistan,2024-03-31,1
335,Customer_335,Pakistan,2023-11-21,0
336,Customer_336,Pakistan,2022-03-18,1
337,Customer_337,USA,2022-09-24,0
338,Customer_338,UAE,2022-10-20,0
339,Customer_339,India,2023-06-19,0
340,Customer_340,Pakistan,2023-08-14,1
341,Customer_341,India,2023-10-07,0
342,Customer_342,India,2022-10-20,1
343,Customer_343,Pakistan,2024-06-03,0
344,Customer_344,India,2022-11-16,1
345,Customer_345,India,2023-05-07,
346,Customer_346,UAE,2022-10-04,0
347,Customer_347,UAE,2022-12-21,1
348,Customer_348,Pakistan,2024-04-24,
349,Customer_349,India,2023-07-16,1
350,Customer_350,UAE,2022-06-26,1
351,Customer_351,India,2023-11-21,1
352,Customer_352,USA,2023-03-12,1
353,Customer_353,UAE,2023-12-04,0
354,Customer_354,Pakistan,2023-01-16,1
355,Customer_355,Pakistan,2023-02-15,0
356,Customer_356,UAE,2022-12-15,0
357,Customer_357,Pakistan,2022-11-06,1
358,Customer_358,India,2022-10-21,0
359,Customer_359,USA,2022-04-21,0
360,Customer_360,India,2022-04-27,1
361,Customer_361,India,2022-05-24,1
362,Customer_362,UAE,2023-10-25,1
363,Customer_363,India,2023-11-10,
364,Customer_364,India,2022-01-23,1
365,Customer_365,USA,2023-03-04,0
366,Customer_366,India,2022-11-24,0
367,Customer_367,,2022-11-13,1
368,Customer_368,USA,2023-01-30,0
369,Customer_369,Pakistan,2024-06-09,1
370,Customer_370,Pakistan,2022-05-07,1
371,Customer_371,Pakistan,2023-07-05,0
372,Customer_372,Pakistan,2022-09-05,
373,Customer_373,Pakistan,2023-10-21,1
374,Customer_374,UAE,2023-07-19,1
375,Customer_375,Pakistan,2024-03-23,
376,Customer_376,Pakistan,2022-06-13,1
377,Customer_377,UK,2022-04-09,0
378,Customer_378,Pakistan,2024-02-03,1
379,Customer_379,UK,2023-11-18,1
380,Customer_380,Pakistan,2024-01-02,1
381,Customer_381,Pakistan,2023-04-25,1
382,Customer_382,UAE,2023-02-17,1
383,Customer_383,UAE,2023-02-23,0
384,Customer_384,USA,2022-05-26,1
385,Customer_385,UAE,2022-04-13,1
386,Customer_386,UK,2022-02-04,0
387,Customer_387,Pakistan,2022-01-25,0
388,Customer_388,Pakistan,2022-11-28,
389,Customer_389,UK,2022-02-23,1
390,Customer_390,UK,2022-09-28,1
391,Customer_391,,2023-11-15,1
392,Customer_392,India,2024-06-17,1
393,Customer_393,India,2024-05-20,1
394,Customer_394,UK,2022-02-16,1
395,Customer_395,Pakistan,2023-06-04,0
396,Customer_396,USA,2022-08-17,1
397,Customer_397,USA,2022-12-06,1
398,Customer_398,India,2024-03-03,1
399,Customer_399,UK,2023-08-06,1
400,Customer_400,UK,2023-08-18,1
401,Customer_401,Pakistan,2024-03-10,0
402,Customer_402,USA,2022-09-15,0
403,Customer_403,India,2023-05-23,0
404,Customer_404,UK,2023-05-30,0
405,Customer_405,Pakistan,2022-12-22,
406,Customer_406,USA,2022-09-10,0
407,Customer_407,India,2022-02-25,0
408,Customer_408,Pakistan,2022-07-02,1
409,Customer_409,USA,2024-06-14,1
410,Customer_410,Pakistan,2022-07-10,0
411,Customer_411,Pakistan,2023-10-09,1
412,Customer_412,,2022-08-09,1
413,Customer_413,,2024-01-19,0
414,Customer_414,India,2024-04-14,0
415,Customer_415,UAE,2022-01-18,
416,Customer_416,India,2023-02-27,1
417,Customer_417,Pakistan,2022-10-21,1
418,Customer_418,Pakistan,2023-02-15,0
419,Customer_419,UAE,2022-05-07,0
420,Customer_420,UK,2024-03-09,1
421,Customer_421,UK,2022-12-26,0
422,Customer_422,UK,2022-02-28,0
423,Customer_423,Pakistan,2024-05-28,1
424,Customer_424,India,2024-04-07,0
425,Customer_425,Pakistan,2022-08-29,1
426,Customer_426,India,2022-01-12,1
427,Customer_427,India,2022-10-02,0
428,Customer_428,USA,2023-08-04,1
429,Customer_429,India,2023-04-22,0
430,Customer_430,Pakistan,2022-12-07,1
431,Customer_431,Pakistan,2022-05-25,0
432,Customer_432,UK,2022-09-01,0
433,Customer_433,UAE,2023-10-01,1
434,Customer_434,Pakistan,2024-03-17,1
435,Customer_435,Pakistan,2024-04-29,
436,Customer_436,UAE,2023-08-18,0
437,Customer_437,Pakistan,2022-10-20,0
438,Customer_438,UK,2022-03-31,1
439,Customer_439,UAE,2023-12-04,1
440,Customer_440,Pakistan,2023-10-02,0
441,Customer_441,Pakistan,2022-06-06,1
442,Customer_442,,2024-03-03,1
443,Customer_443,India,2024-01-14,1
444,Customer_444,India,2023-06-07,
445,Customer_445,UK,2024-02-29,0
446,Customer_446,USA,2023-12-16,1
447,Customer_447,,2023-03-17,0
448,Customer_448,UK,2023-04-06,1
449,Customer_449,India,2022-03-04,1
450,Customer_450,Pakistan,2023-05-23,
451,Customer_451,UK,2023-06-16,1
452,Customer_452,India,2024-05-07,
453,Customer_453,India,2023-09-16,1
454,Customer_454,USA,2022-10-23,
455,Customer_455,Pakistan,2023-02-28,1
456,Customer_456,India,2024-02-06,1
457,Customer_457,Pakistan,2023-08-25,0
458,Customer_458,India,2023-08-20,0
459,Customer_459,Pakistan,2023-02-11,0
460,Customer_460,Pakistan,2022-02-10,1
461,Customer_461,Pakistan,2022-05-06,1
462,Customer_462,UAE,2022-08-12,1
463,Customer_463,UAE,2024-04-08,
464,Customer_464,India,2022-03-12,
465,Customer_465,,2024-03-16,0
466,Customer_466,India,2022-01-20,0
467,Customer_467,Pakistan,2022-02-06,0
468,Customer_468,USA,2022-05-11,0
469,Customer_469,Pakistan,2022-05-26,1
470,Customer_470,,2023-08-21,1
471,Customer_471,Pakistan,2023-07-22,1
472,Customer_472,,2024-04-10,1
473,Customer_473,Pakistan,2022-11-15,1
474,Customer_474,USA,2023-02-25,0
475,Customer_475,India,2023-11-09,1
476,Customer_476,,2023-02-05,0
477,Customer_477,Pakistan,2023-08-29,0
478,Customer_478,India,2022-10-25,0
479,Customer_479,,2022-04-08,1
480,Customer_480,India,2023-05-19,0
481,Customer_481,UAE,2023-06-11,0
482,Customer_482,UAE,2022-03-02,1
483,Customer_483,India,2024-05-15,1
484,Customer_484,UAE,2022-12-22,0
485,Customer_485,India,2022-11-13,0
486,Customer_486,USA,2022-11-09,1
487,Customer_487,Pakistan,2022-12-30,0
488,Customer_488,Pakistan,2022-10-29,
489,Customer_489,,2022-02-24,1
490,Customer_490,USA,2022-02-28,0
491,Customer_491,India,2024-06-09,0
492,Customer_492,UAE,2023-10-14,0
493,Customer_493,Pakistan,2023-12-09,0
494,Customer_494,Pakistan,2022-07-18,0
495,Customer_495,India,2023-12-22,1
496,Customer_496,India,2022-09-05,0
497,Customer_497,India,2023-10-21,1
498,Customer_498,Pakistan,2022-12-04,1
499,Customer_499,,2023-04-27,0
500,Customer_500,,2022-02-18,0
501,Customer_501,UAE,2022-11-16,0
502,Customer_502,India,2022-06-01,0
503,Customer_503,Pakistan,2024-04-04,1
504,Customer_504,UK,2022-08-07,0
505,Customer_505,UAE,2023-06-12,1
506,Customer_506,Pakistan,2023-12-14,0
507,Customer_507,USA,2024-04-21,1
508,Customer_508,UK,2023-01-01,1
509,Customer_509,USA,2023-09-28,1
510,Customer_510,UAE,2022-10-05,0
511,Customer_511,UAE,2022-02-22,0
512,Customer_512,India,2024-02-11,1
513,Customer_513,USA,2022-10-21,0
514,Customer_514,USA,2022-11-23,0
515,Customer_515,Pakistan,2024-04-24,1
516,Customer_516,Pakistan,2024-01-23,1
517,Customer_517,India,2022-06-05,1
518,Customer_518,UK,2022-02-05,1
519,Customer_519,,2023-07-11,1
520,Customer_520,Pakistan,2022-10-16,1
521,Customer_521,India,2023-03-30,1
522,Customer_522,India,2023-05-12,1
523,Customer_523,,2022-01-28,1
524,Customer_524,UK,2023-11-30,0
525,Customer_525,UK,2023-02-25,0
526,Customer_526,India,2022-10-30,1
527,Customer_527,India,2023-08-04,1
528,Customer_528,Pakistan,2023-12-04,0
529,Customer_529,Pakistan,2024-04-16,1
530,Customer_530,USA,2023-06-06,0
531,Customer_531,UK,2024-01-30,1
532,Customer_532,,2022-10-09,1
533,Customer_533,,2022-03-27,
534,Customer_534,India,2022-04-03,0
535,Customer_535,UK,2024-04-24,1
536,Customer_536,USA,2022-03-28,0
537,Customer_537,UK,2022-11-17,0
538,Customer_538,Pakistan,2023-01-05,0
539,Customer_539,India,2024-01-01,1
540,Customer_540,Pakistan,2023-07-02,1
541,Customer_541,,2022-07-18,0
542,Customer_542,UAE,2023-03-10,1
543,Customer_543,Pakistan,2023-02-25,1
544,Customer_544,UAE,2022-12-24,1
545,Customer_545,UAE,2023-07-02,
546,Customer_546,India,2023-12-21,0
547,Customer_547,Pakistan,2022-04-12,
548,Customer_548,UAE,2024-01-15,1
549,Customer_549,India,2024-01-09,0
550,Customer_550,UK,2023-11-26,0
551,Customer_551,India,2023-07-13,0
552,Customer_552,USA,2023-08-23,0
553,Customer_553,India,2023-07-13,1
554,Customer_554,India,2023-02-09,1
555,Customer_555,USA,2023-01-13,1
556,Customer_556,India,2022-03-19,1
557,Customer_557,Pakistan,2022-09-14,0
558,Customer_558,Pakistan,2023-08-23,1
559,Customer_559,UK,2023-05-18,0
560,Customer_560,UAE,2023-11-28,
561,Customer_561,UAE,2023-10-21,0
562,Customer_562,Pakistan,2024-06-15,
563,Customer_563,Pakistan,2022-03-14,0
564,Customer_564,Pakistan,2023-03-13,0
565,Customer_565,India,2022-04-23,0
566,Customer_566,India,2022-10-10,1
567,Customer_567,India,2024-01-06,1
568,Customer_568,India,2023-06-28,0
569,Customer_569,USA,2022-05-31,
570,Customer_570,Pakistan,2023-03-29,1
571,Customer_571,India,2023-06-16,1
572,Customer_572,UK,2024-05-20,1
573,Customer_573,India,2022-01-31,0
574,Customer_574,UAE,2022-01-10,0
575,Customer_575,USA,2024-01-16,
576,Customer_576,USA,2022-09-17,
577,Customer_577,Pakistan,2022-10-29,
578,Customer_578,USA,2023-09-06,
579,Customer_579,India,2024-04-01,0
580,Customer_580,Pakistan,2023-03-03,1
581,Customer_581,India,2023-03-08,0
582,Customer_582,,2022-05-10,
583,Customer_583,India,2022-02-22,1
584,Customer_584,Pakistan,2023-12-06,1
585,Customer_585,UAE,2022-06-17,1
586,Customer_586,Pakistan,2023-02-08,0
587,Customer_587,Pakistan,2024-01-11,0
588,Customer_588,Pakistan,2022-08-03,1
589,Customer_589,Pakistan,2023-01-19,1
590,Customer_590,Pakistan,2023-02-03,0
591,Customer_591,Pakistan,2024-01-01,1
592,Customer_592,UAE,2023-02-27,1
593,Customer_593,Pakistan,2022-04-29,0
594,Customer_594,Pakistan,2022-10-31,0
595,Customer_595,USA,2023-09-17,1
596,Customer_596,India,2023-08-21,1
597,Customer_597,UAE,2024-06-01,1
598,Customer_598,Pakistan,2022-09-11,1
599,Customer_599,Pakistan,2022-03-28,0
600,Customer_600,Pakistan,2022-10-26,1
601,Customer_601,Pakistan,2022-09-05,0
602,Customer_602,Pakistan,2022-02-16,0
603,Customer_603,Pakistan,2023-04-09,1
604,Customer_604,Pakistan,2022-01-11,
605,Customer_605,Pakistan,2024-02-28,0
606,Customer_606,India,2022-10-31,0
607,Customer_607,Pakistan,2022-08-28,1
608,Customer_608,India,2023-08-15,1
609,Customer_609,India,2022-08-25,1
610,Customer_610,UAE,2022-06-19,1
611,Customer_611,Pakistan,2024-04-16,1
612,Customer_612,UK,2022-09-17,1
613,Customer_613,UAE,2022-01-08,0
614,Customer_614,Pakistan,2023-10-09,0
615,Customer_615,USA,2023-06-14,0
616,Customer_616,USA,2024-01-24,1
617,Customer_617,Pakistan,2022-05-08,
618,Customer_618,Pakistan,2023-09-10,1
619,Customer_619,UK,2024-06-09,0
620,Customer_620,UAE,2023-11-24,0
621,Customer_621,Pakistan,2023-11-28,0
622,Customer_622,Pakistan,2022-04-14,0
623,Customer_623,India,2023-02-08,1
624,Customer_624,India,2022-05-02,
625,Customer_625,UAE,2023-01-28,
626,Customer_626,India,2022-11-25,1
627,Customer_627,India,2023-01-09,1
628,Customer_628,UAE,2022-07-09,1
629,Customer_629,Pakistan,2023-02-22,0
630,Customer_630,Pakistan,2024-02-29,1
631,Customer_631,UAE,2022-09-08,1
632,Customer_632,USA,2024-04-22,1
633,Customer_633,India,2022-10-31,0
634,Customer_634,India,2024-05-13,0
635,Customer_635,Pakistan,2023-01-25,0
636,Customer_636,India,2022-12-14,
637,Customer_637,India,2024-04-30,0
638,Customer_638,Pakistan,2022-11-07,1
639,Customer_639,Pakistan,2022-01-28,1
640,Customer_640,India,2023-10-19,0
641,Customer_641,Pakistan,2022-07-14,1
642,Customer_642,Pakistan,2022-02-16,1
643,Customer_643,Pakistan,2023-06-29,1
644,Customer_644,Pakistan,2022-03-17,
645,Customer_645,Pakistan,2022-06-29,0
646,Customer_646,USA,2023-09-25,0
647,Customer_647,India,2022-01-07,1
648,Customer_648,UAE,2023-10-06,1
649,Customer_649,UK,2024-01-29,
650,Customer_650,India,2024-05-15,1
651,Customer_651,Pakistan,2023-02-07,
652,Customer_652,India,2022-08-14,1
653,Customer_653,India,2024-06-02,1
654,Customer_654,UAE,2022-01-22,1
655,Customer_655,India,2022-09-30,0
656,Customer_656,Pakistan,2023-09-15,
657,Customer_657,Pakistan,2022-05-24,0
658,Customer_658,India,2023-01-06,1
659,Customer_659,UAE,2022-07-14,0
660,Customer_660,India,2024-06-03,1
661,Customer_661,India,2023-12-14,1
662,Customer_662,,2023-06-20,0
663,Customer_663,UAE,2023-08-08,1
664,Customer_664,Pakistan,2022-07-01,0
665,Customer_665,Pakistan,2023-10-24,1
666,Customer_666,Pakistan,2022-06-04,0
667,Customer_667,Pakistan,2022-12-28,0
668,Customer_668,Pakistan,2022-04-15,0
669,Customer_669,Pakistan,2023-04-25,1
670,Customer_670,Pakistan,2022-01-27,0
671,Customer_671,Pakistan,2022-07-28,
