order_id,customer_id,product_id,order_date,quantity,order_status
216,2022,55,2023-07-16,1,Cancelled
217,7785,16,2024-06-03,4,Completed
218,4599,88,2023-03-15,1,Pending
219,3016,71,2023-07-15,1,Pending
220,5311,68,2023-02-03,1,Completed
221,2049,52,2023-09-21,1,Completed
222,5970,37,2023-08-25,4,Cancelled
223,894,46,2023-10-22,4,Completed
224,9280,41,2024-01-06,1,Completed
225,6088,5,2024-03-28,1,Completed
226,2934,66,2023-03-12,1,
227,2282,5,2024-06-07,3,Completed
228,8265,63,2023-01-31,2,Completed
229,1381,3,2024-02-25,,Completed
230,484,8,2024-08-22,1,Returned
231,9222,26,2023-08-22,,Completed
232,3780,74,2023-08-15,1,Cancelled
233,6102,98,2024-02-19,2,Completed
234,4955,100,2023-06-02,1,Returned
235,5954,53,2024-05-08,3,Cancelled
236,6281,76,2023-02-07,1,Completed
237,779,84,2023-06-17,4,Returned
238,3476,29,2023-01-18,1,Cancelled
239,4724,14,2024-01-21,3,Returned
240,6887,5,2023-12-12,1,Completed
241,6714,27,2024-07-27,2,Cancelled
242,8602,68,2023-02-02,1,Completed
243,1060,29,2024-04-13,,Returned
244,6374,3,2023-07-17,1,Completed
245,7395,97,2023-07-16,2,Returned
246,2310,30,2024-02-19,2,Completed
247,1601,100,2024-04-05,3,Completed
248,2234,9,2024-02-11,1,Cancelled
249,9845,1,2024-03-30,4,Completed
250,7354,23,2023-06-30,2,Completed
251,9490,67,2024-06-10,2,Pending
252,352,32,2023-10-10,1,Completed
253,6470,88,2023-07-01,2,Completed
254,8657,6,2024-06-24,2,Pending
255,3167,77,2024-05-01,1,Completed
256,5254,49,2024-03-13,1,Completed
257,2210,15,2023-07-30,3,Returned
258,8748,58,2023-09-13,1,Pending
259,300,53,2023-05-23,1,Cancelled
260,3867,30,2024-08-18,3,Pending
261,8548,76,2024-03-07,1,Completed
262,564,40,2023-04-27,2,Completed
263,4889,59,2024-01-09,3,Cancelled
264,9215,63,2023-07-24,1,Returned
265,1191,48,2024-03-01,2,Cancelled
266,3211,99,2023-09-11,1,Cancelled
267,6379,92,2024-04-16,2,Pending
268,9219,68,2023-02-24,,Completed
269,8448,7,2023-01-10,2,Pending
270,2419,47,2023-01-15,3,Cancelled
271,2564,43,2023-12-10,3,Completed
272,2952,16,2023-04-16,4,Completed
273,7384,22,2024-02-13,3,Returned
274,270,63,2024-03-28,1,Cancelled
275,6620,46,2024-03-25,2,Returned
276,5648,45,2024-03-05,4,Returned
277,9120,41,2023-06-09,2,Completed
278,8256,25,2023-06-26,1,Pending
279,4556,50,2024-06-28,1,Cancelled
280,1043,67,2024-01-31,1,Completed
281,5445,52,2023-11-27,4,Cancelled
282,5004,86,2023-07-13,3,Completed
283,4189,31,2023-05-19,3,Completed
284,9002,37,2024-05-26,2,Returned
285,3089,22,2023-08-21,1,Returned
286,1647,27,2023-01-31,1,Cancelled
287,488,2,2024-01-05,2,Returned
288,3082,22,2023-09-16,1,Completed
289,1748,53,2024-07-09,1,Completed
290,8941,17,2023-09-15,1,Pending
291,528,56,2023-09-15,3,Completed
292,1168,84,2023-08-24,1,Completed
293,4611,88,2023-07-24,2,Returned
294,4473,31,2023-01-07,4,Completed
295,7662,43,2024-02-21,1,
296,5805,72,2023-10-07,2,Completed
297,484,53,2023-10-25,4,Cancelled
298,452,5,2024-05-12,3,Cancelled
299,4070,2,2024-05-08,4,Completed
300,5656,59,2024-05-26,1,Returned
301,7208,4,2024-03-07,,Completed
302,4398,99,2023-05-12,1,Completed
303,5672,34,2024-05-29,,Pending
304,3134,67,2023-03-23,,Cancelled
305,1774,84,2024-02-27,3,Returned
306,5623,73,2023-04-08,3,
307,9191,6,2023-03-28,4,Completed
308,7413,58,2023-08-26,2,Cancelled
309,2066,47,2023-04-06,2,Returned
310,8590,5,2024-04-23,,Pending
311,6333,61,2024-03-06,1,Completed
312,7914,56,2023-12-15,,Pending
313,9996,35,2024-01-28,3,Cancelled
314,1947,95,2023-11-04,4,Completed
315,3416,13,2023-10-30,1,Completed
316,1395,26,2024-05-28,1,Completed
317,2422,86,2023-04-22,,Returned
318,3920,96,2024-04-03,1,Completed
319,7346,64,2024-03-19,3,Pending
320,3084,79,2023-03-13,4,Completed
321,8031,11,2023-04-15,1,Completed
322,8121,62,2023-06-12,3,
323,1845,80,2024-04-25,1,Completed
324,1805,47,2024-06-08,2,Cancelled
325,9082,70,2024-02-04,2,Completed
326,2504,75,2023-10-10,3,Completed
327,1894,58,2024-06-03,4,Completed
328,1667,10,2024-08-16,1,Pending
329,4345,16,2023-05-06,2,Completed
330,6592,12,2024-04-29,2,Returned
331,3066,71,2023-01-04,2,Completed
332,5076,91,2023-05-31,2,Completed
333,3076,88,2024-04-14,4,Pending
334,1260,50,2024-04-22,,Completed
335,2221,15,2023-01-14,1,
336,5442,59,2023-08-30,3,Pending
337,8979,70,2023-11-20,3,Completed
338,4936,62,2023-03-13,,Completed
339,2448,83,2024-03-17,1,Completed
340,3130,72,2023-02-21,4,Completed
341,1899,62,2023-03-27,,Completed
342,7698,100,2023-11-27,,Pending
343,6692,50,2024-01-23,3,Completed
344,4504,77,2023-05-29,2,Completed
345,3950,54,2024-06-26,3,Cancelled
346,8011,54,2024-05-30,2,Cancelled
347,7440,97,2024-03-25,2,Completed
348,17,96,2024-04-01,2,Completed
349,7960,28,2024-04-06,2,Completed
350,6242,51,2024-04-09,2,Completed
351,7907,74,2023-05-13,1,Completed
352,3023,33,2024-06-20,1,Cancelled
353,1267,1,2023-11-28,2,Completed
354,479,85,2024-05-12,1,Returned
355,4297,69,2024-08-11,4,Completed
356,3978,1,2023-03-18,2,Cancelled
357,6069,55,2023-01-05,4,Completed
358,4275,85,2024-07-30,1,Completed
359,6414,89,2024-02-08,4,Completed
360,7792,84,2024-04-17,,Completed
361,486,45,2024-05-14,2,Cancelled
362,4674,73,2023-02-02,1,Returned
363,338,80,2023-12-16,3,
364,9053,92,2023-12-26,3,Completed
365,6901,40,2023-03-11,1,Pending
366,2004,61,2023-05-28,,Completed
367,1472,36,2024-02-25,2,Completed
368,6728,24,2023-01-01,4,Completed
369,2043,80,2024-03-25,2,Completed
370,1520,14,2023-12-30,1,Completed
371,6490,98,2023-02-12,1,Pending
372,8894,88,2023-07-16,1,Completed
373,4389,75,2023-09-07,,Completed
374,7857,100,2023-01-20,3,Completed
375,9366,1,2023-06-16,4,Completed
376,1606,47,2023-02-27,,Pending
377,5665,76,2023-11-22,1,Completed
378,6940,21,2023-09-08,1,Completed
379,5118,73,2023-04-22,,Pending
380,5380,39,2023-07-26,3,Completed
381,2125,3,2023-12-27,3,Completed
382,4992,16,2023-03-23,2,Cancelled
383,6795,68,2023-01-22,4,Completed
384,1447,26,2024-04-25,2,Returned
385,3307,54,2023-06-26,4,Completed
386,2373,13,2023-02-26,,Completed
387,151,61,2024-03-30,3,Completed
388,1660,20,2023-02-23,2,Pending
389,6140,83,2023-12-20,2,Completed
390,9071,27,2024-03-01,1,
391,7200,2,2023-07-07,3,Completed
392,2320,10,2023-06-05,1,Returned
393,2884,60,2023-05-10,,Returned
394,7804,89,2024-05-04,3,Completed
395,1516,19,2024-05-16,,Completed
396,590,15,2023-09-05,1,Cancelled
397,588,47,2023-02-01,,Completed
398,2620,24,2023-12-27,3,Cancelled
399,5488,16,2023-08-26,4,Completed
400,6224,81,2023-04-06,1,Completed
401,9388,60,2023-04-02,2,Completed
402,4354,80,2023-09-01,3,Completed
403,2606,82,2023-04-27,2,Completed
404,2539,49,2024-05-06,1,Completed
405,8758,4,2023-03-24,,Pending
406,1757,66,2023-07-16,1,Completed
407,1361,49,2024-03-05,1,Completed
408,2374,31,2024-05-18,2,Cancelled
409,1196,66,2024-06-16,,Completed
410,2132,54,2023-04-04,3,Pending
411,8010,2,2023-10-01,2,Completed
412,5644,61,2024-01-25,2,Pending
413,9760,15,2023-04-20,4,Completed
414,3411,60,2023-09-16,1,Completed
415,2368,43,2024-08-16,1,Returned
416,3344,93,2024-03-11,1,Completed
417,7282,98,2024-04-02,2,Cancelled
418,3098,40,2024-06-22,3,Completed
419,9453,96,2024-04-29,3,Completed
420,1334,85,2024-03-18,3,Completed
421,7166,30,2024-06-09,1,Completed
422,3337,63,2023-06-15,1,Completed
423,8158,24,2024-03-09,1,Returned
424,3085,44,2024-01-15,1,Returned
425,3388,14,2024-01-18,1,Pending
426,4714,28,2023-10-13,3,Completed
427,7806,14,2023-07-18,2,Completed
428,5102,56,2024-08-16,4,Completed
429,2432,34,2024-06-10,2,Pending
430,1017,78,2024-02-12,1,Completed
431,642,89,2024-01-23,2,Completed
432,4063,12,2024-06-08,3,Completed
433,8508,56,2023-10-09,4,Completed
434,441,61,2024-07-26,4,Returned
435,1139,61,2024-06-30,2,Cancelled
436,9107,40,2024-02-20,3,
437,5244,20,2024-04-06,1,Completed
438,2304,42,2023-07-01,3,Completed
439,5951,7,2024-03-06,,Completed
440,7047,79,2023-01-21,3,Completed
441,6607,73,2023-01-04,2,Pending
442,3422,68,2024-03-25,3,Completed
443,2079,31,2024-03-25,,Returned
444,6104,87,2023-08-25,1,
445,4151,70,2024-08-13,2,Completed
446,2201,92,2023-06-07,2,Completed
447,4552,76,2023-03-11,1,Completed
448,6430,47,2024-02-07,2,Completed
449,8228,51,2024-02-20,2,Completed
450,9010,58,2024-03-11,1,Completed
451,1947,22,2023-11-17,2,Completed
452,3957,24,2024-06-04,3,Cancelled
453,2226,34,2023-10-06,1,Returned
454,7716,63,2024-02-12,,Completed
455,3326,60,2024-01-22,1,Completed
456,8700,19,2023-08-13,3,Completed
457,3746,24,2023-02-01,1,Completed
458,8161,64,2023-04-14,2,Pending
459,4815,20,2024-07-20,2,
460,8652,98,2023-10-27,3,Completed
461,6104,27,2023-02-12,4,Completed
462,1406,58,2024-04-11,4,Completed
463,6091,44,2023-01-28,2,Completed
464,7288,93,2024-01-13,1,Returned
465,2037,65,2023-05-19,3,Returned
466,6035,46,2023-06-23,2,Pending
467,2678,100,2024-08-20,1,Pending
468,6145,54,2023-05-19,1,Completed
469,1745,39,2023-07-24,2,Completed
470,9424,7,2023-04-25,1,Completed
471,1178,54,2023-09-18,2,Cancelled
472,762,43,2023-11-06,4,Completed
473,4779,20,2023-09-04,2,Completed
474,6459,84,2023-03-16,,Completed
475,5624,25,2023-08-27,1,Completed
476,4715,43,2023-02-07,1,Completed
477,3727,85,2024-06-02,3,Pending
478,9736,73,2024-08-16,4,Cancelled
479,1934,27,2024-03-25,3,Completed
480,3562,92,2024-02-09,3,Completed
481,7180,25,2024-03-08,4,Returned
482,4445,36,2023-02-01,3,Completed
483,2965,98,2024-08-09,4,Cancelled
484,9223,66,2023-11-22,4,Completed
485,7225,9,2023-08-05,1,Returned
486,8782,83,2024-06-10,4,Returned
487,3102,79,2023-05-10,1,Pending
488,3898,53,2024-05-28,,Completed
489,3679,21,2023-05-02,1,Completed
490,1844,50,2023-06-11,2,Completed
491,1939,16,2023-09-03,,Completed
492,8445,66,2024-04-06,1,Completed
493,7867,26,2023-02-24,3,Completed
494,7084,44,2023-01-14,2,Completed
495,5373,29,2023-12-12,1,Pending
496,1467,97,2023-12-21,,Completed
497,736,98,2023-05-17,1,Returned
498,340,46,2023-06-21,4,Completed
499,1377,91,2024-01-24,2,Completed
500,4720,71,2023-11-18,4,Completed
501,705,49,2024-03-21,4,Returned
502,3725,15,2024-08-03,3,Completed
503,8190,17,2024-02-03,,Completed
504,4419,9,2023-02-10,1,Completed
505,5260,77,2023-04-13,4,Cancelled
506,9661,32,2023-09-27,3,Completed
507,553,66,2024-04-30,2,Completed
508,3492,59,2023-02-14,2,Completed
509,790,32,2024-03-30,3,Cancelled
510,1174,84,2023-05-11,3,Completed
511,553,43,2023-11-27,1,Cancelled
512,3423,83,2024-03-17,1,Completed
513,4212,91,2023-04-21,1,
514,8824,100,2023-08-18,1,Cancelled
515,270,59,2024-05-24,1,Cancelled
516,861,30,2024-04-04,2,Completed
517,291,11,2023-04-22,2,Completed
518,9650,80,2023-08-26,4,Returned
519,5871,26,2023-11-29,3,Cancelled
520,630,94,2024-05-29,1,Returned
521,7008,2,2023-02-17,1,Completed
522,5944,34,2023-03-21,3,Completed
523,475,41,2024-02-01,4,Completed
524,4633,86,2024-06-11,3,Completed
525,4081,31,2023-10-03,3,Completed
526,1761,63,2024-05-10,1,Completed
527,4709,55,2023-04-13,2,Completed
528,6921,61,2023-07-05,3,Returned
529,3399,85,2023-03-07,1,Cancelled
530,3562,36,2023-12-17,2,Completed
531,3845,40,2023-06-19,1,Cancelled
532,3805,23,2024-06-21,2,Cancelled
533,9817,26,2023-02-25,3,Cancelled
534,1509,18,2023-05-21,2,Completed
535,4111,79,2023-06-05,2,Pending
536,4854,34,2024-03-21,3,Cancelled
537,6832,86,2024-01-03,,Cancelled
538,8196,28,2024-05-05,3,Completed
539,3448,49,2024-01-18,4,Completed
540,5585,64,2023-05-07,1,Pending
541,3792,71,2023-11-02,2,
542,5082,63,2024-08-18,1,Returned
543,9353,62,2023-01-30,1,Pending
544,834,42,2023-12-09,2,Completed
545,5336,24,2023-03-25,2,Completed
546,5488,35,2024-07-04,3,Pending
547,6261,77,2023-11-05,4,Completed
548,9395,55,2024-02-18,4,Completed
549,2176,49,2023-09-23,1,Returned
550,9574,77,2023-02-11,3,Completed
551,4174,95,2023-06-06,2,Completed
552,2789,59,2024-01-09,4,Completed
553,7461,83,2024-05-25,2,Pending
554,8534,93,2023-03-29,1,Returned
555,9554,22,2024-03-29,3,Cancelled
556,6722,85,2023-12-12,3,
557,4192,61,2023-01-15,,Completed
558,7313,80,2024-08-20,1,Completed
559,8188,30,2024-02-28,3,Completed
560,4617,69,2024-02-24,2,Completed
561,996,60,2024-02-09,2,Completed
562,357,6,2023-10-01,4,Completed
563,8378,85,2024-05-02,4,Completed
564,1694,11,2024-04-27,3,Completed
565,2591,24,2024-02-27,1,Completed
566,9535,92,2023-03-08,2,Completed
567,7922,79,2024-07-29,1,Completed
568,1692,51,2024-04-08,2,Completed
569,9275,19,2024-07-16,3,Completed
570,2058,50,2023-10-10,2,Completed
571,2905,81,2023-11-29,3,Completed
572,4452,3,2024-08-14,3,Completed
573,6938,3,2023-06-25,3,Completed
574,2381,92,2024-02-04,2,Returned
575,8209,31,2023-02-17,2,Completed
576,8516,47,2023-08-16,2,Completed
577,2071,8,2023-05-19,1,Completed
578,931,17,2023-07-03,4,Pending
579,1445,99,2023-04-17,4,
580,8595,100,2024-06-02,4,Completed
581,3403,91,2023-02-20,3,Completed
582,4553,45,2024-07-04,3,Completed
583,9699,97,2023-09-18,2,Completed
584,1522,60,2024-07-07,1,Completed
585,3099,75,2023-06-28,2,
586,8121,21,2024-06-05,,Pending
587,7356,70,2024-07-31,1,Completed
588,2188,21,2023-06-04,2,Completed
589,2569,58,2023-06-25,4,Completed
590,8284,55,2023-07-24,2,Completed
591,4948,28,2023-10-21,3,Cancelled
592,4941,81,2024-07-02,4,Completed
593,4763,82,2023-10-26,2,Completed
594,1754,75,2024-06-21,3,Cancelled
595,5055,46,2023-04-03,2,Completed
596,4893,44,2024-07-14,3,Completed
597,5782,89,2023-01-16,1,Cancelled
598,88,94,2023-12-30,1,Completed
599,1642,25,2023-08-27,3,Completed
600,2963,71,2023-12-13,2,Pending
601,5414,49,2023-11-17,4,Cancelled
602,7421,46,2023-03-14,2,Completed
603,8743,91,2023-12-31,4,Completed
604,6911,90,2024-01-29,1,Completed
605,5174,63,2023-10-26,,Completed
606,5230,77,2024-07-13,2,Completed
607,8816,88,2023-04-04,1,Pending
608,3758,12,2023-11-09,4,Completed
609,4797,78,2023-12-01,,Completed
610,3293,57,2024-06-30,,Completed
611,3833,73,2024-01-10,1,Completed
612,2612,64,2023-08-23,3,Pending
613,8354,31,2023-10-29,2,Completed
614,8229,4,2023-01-02,3,Completed
615,9038,54,2023-12-22,2,Completed
616,6767,83,2024-04-11,2,Completed
617,7538,65,2023-01-11,4,Completed
618,5297,93,2023-01-12,4,Cancelled
619,3347,6,2023-09-10,4,Cancelled
620,4055,65,2023-08-29,3,Completed
621,4201,89,2023-06-20,3,Completed
622,8528,91,2024-01-07,1,Completed
623,1561,22,2023-03-24,3,Returned
624,7523,17,2023-07-22,3,Completed
625,4165,59,2023-06-22,2,Completed
626,6721,29,2023-06-23,4,Completed
627,8854,67,2023-05-19,4,Completed
628,5440,17,2024-08-09,,Completed
629,4853,2,2023-07-05,2,Pending
630,6596,32,2023-02-06,3,Completed
631,6714,22,2023-07-09,,
632,3184,97,2024-08-09,2,Cancelled
633,9678,58,2024-07-31,4,Returned
634,8033,53,2023-11-09,,Completed
635,2410,86,2023-02-03,3,Completed
636,4299,47,2023-01-07,,Cancelled
637,2535,4,2023-07-19,2,Completed
638,5600,38,2023-03-11,1,Pending
639,4,13,2023-03-20,1,Completed
640,27,61,2024-06-18,3,Cancelled
641,5162,87,2024-01-15,1,Pending
642,965,64,2023-04-19,3,Completed
643,6208,77,2023-05-07,1,
644,3097,84,2023-08-26,,Completed
645,72,33,2024-08-11,1,Completed
646,5602,98,2023-08-05,3,Returned
647,2948,38,2023-08-30,3,Completed
648,6239,29,2023-05-01,4,Completed
649,4491,61,2023-04-08,2,Completed
650,2412,32,2023-08-05,,Completed
651,8309,11,2023-12-09,2,Completed
652,2925,18,2023-11-18,1,Completed
653,2838,45,2024-02-06,3,Completed
654,577,21,2023-03-14,3,Completed
655,8964,12,2023-04-26,2,
656,7908,20,2023-12-05,3,Cancelled
657,8392,7,2024-06-14,2,Completed
658,1756,91,2023-10-24,1,Cancelled
659,8372,71,2024-07-17,1,Returned
660,2406,2,2023-03-29,,Completed
661,6884,43,2024-05-22,4,Returned
662,8164,97,2024-02-29,1,Cancelled
663,6140,21,2024-04-04,1,Returned
664,2989,29,2023-04-22,2,Cancelled
665,5785,32,2023-02-22,4,Cancelled
666,9795,45,2023-03-31,1,Completed
667,1120,76,2023-12-06,2,Completed
668,2215,77,2024-07-23,1,Completed
669,8001,59,2023-02-08,3,Completed
670,8066,3,2024-05-08,1,Completed
671,2902,39,2023-05-13,1,Completed
672,1086,51,2024-02-21,3,Completed
673,174,8,2024-05-13,2,Completed
674,3533,46,2023-04-27,4,Completed
675,1239,66,2023-01-25,1,Cancelled
676,4835,6,2023-05-31,2,Completed
677,3814,58,2023-05-01,1,Completed
678,7085,41,2024-02-10,3,Completed
679,8013,79,2023-01-19,1,Returned
680,1974,54,2024-08-10,1,Cancelled
681,3783,76,2023-02-14,2,Completed
682,2245,41,2023-12-09,2,Completed
683,9850,48,2024-06-26,2,Cancelled
684,8605,96,2023-08-08,3,Pending
685,7222,70,2024-01-31,2,Completed
686,7815,27,2024-02-11,1,Cancelled
687,1383,47,2023-01-29,2,Completed
688,1124,77,2023-10-07,1,Completed
689,5182,23,2023-11-15,1,Cancelled
690,4013,74,2024-04-26,1,Completed
691,2244,14,2023-06-09,1,Cancelled
692,2590,61,2023-07-25,4,Completed
693,9971,67,2023-03-13,3,Completed
694,1130,76,2024-02-02,2,Completed
695,8837,25,2023-06-23,3,Completed
696,9750,65,2023-11-01,,Completed
697,6300,96,2023-06-21,2,Completed
698,4502,24,2023-08-10,2,Completed
